estacion,fecha,hora,Temperature,humedad,Pressure,windspeed,winddiraction,Rainfall,Snowfall,Snow depth,Short-wave irradiation
smooy,2023-05-15,10:00,295.44,23.55,992.47,9.11,326.29,0.0,0.0,0.0,780.2586
smooy,2023-05-15,11:00,296.76,20.54,991.87,9.0,326.78,0.0,0.0,0.0,935.3433
smooy,2023-05-15,12:00,298.08,17.53,991.28,8.89,327.28,0.0,0.0,0.0,983.9217
smooy,2023-05-15,13:00,298.47,16.77,990.84,8.17,326.75,0.0,0.0,0.0,979.3263
smooy,2023-05-15,14:00,298.86,16.0,990.4,7.45,326.12,0.0,0.0,0.0,922.3806
smooy,2023-05-15,15:00,299.25,15.23,989.96,6.74,325.36,0.0,0.0,0.0,795.6279
smooy,2023-05-15,16:00,298.72,17.36,989.93,6.08,335.74,0.0,0.0,0.0,636.0366
smooy,2023-05-15,17:00,298.19,19.48,989.91,5.67,348.1,0.0,0.0,0.0,456.4221
smooy,2023-05-15,18:00,297.66,21.61,989.88,5.55,1.68,0.0,0.0,0.0,243.8626
smooy,2023-05-15,19:00,295.54,31.63,990.39,3.49,8.35,0.0,0.0,0.0,72.2967
smooy,2023-05-15,20:00,293.42,41.65,990.91,1.6,32.21,0.0,0.0,0.0,0.0926
smooy,2023-05-15,21:00,291.3,51.67,991.43,1.41,122.07,0.0,0.0,0.0,0.0
smooy,2023-05-15,22:00,291.15,47.62,991.37,0.16,270.46,0.0,0.0,0.0,0.0
smooy,2023-05-15,23:00,291.0,43.57,991.31,1.68,296.51,0.0,0.0,0.0,0.0
smooy,2023-05-15,00:00,290.86,39.52,991.25,3.23,297.72,0.0,0.0,0.0,0.0
smooy,2023-05-16,01:00,290.12,41.02,991.16,4.3,304.18,0.0,0.0,0.0,0.0
smooy,2023-05-16,02:00,289.39,42.53,991.08,5.41,308.02,0.0,0.0,0.0,0.0
smooy,2023-05-16,03:00,288.65,44.03,991.0,6.53,310.56,0.0,0.0,0.0,0.0
smooy,2023-05-16,04:00,288.18,46.06,991.26,6.77,314.48,0.0,0.0,0.0,0.0
smooy,2023-05-16,05:00,287.7,48.1,991.52,7.05,318.12,0.0,0.0,0.0,0.0273
smooy,2023-05-16,06:00,287.23,50.14,991.78,7.35,321.47,0.0,0.0,0.0,72.07
smooy,2023-05-16,07:00,289.04,43.38,991.76,8.48,324.65,0.0,0.0,0.0,248.2326
smooy,2023-05-16,08:00,290.85,36.63,991.74,9.64,327.07,0.0,0.0,0.0,466.1178
smooy,2023-05-16,09:00,292.66,29.87,991.73,10.8,328.97,0.0,0.0,0.0,651.7575
smooy,2023-05-16,10:00,294.42,25.02,991.26,9.78,332.15,0.0,0.0,0.0,817.3125
smooy,2023-05-16,11:00,296.17,20.18,990.8,8.79,336.06,0.0,0.0,0.0,949.5156
smooy,2023-05-16,12:00,297.92,15.33,990.34,7.86,340.93,0.0,0.0,0.0,1002.5442
smooy,2023-05-16,13:00,298.72,15.07,989.7,6.54,349.03,0.0,0.0,0.0,1001.7606
smooy,2023-05-16,14:00,299.52,14.8,989.06,5.4,0.85,0.0,0.0,0.0,947.3751
smooy,2023-05-16,15:00,300.32,14.54,988.43,4.61,17.73,0.0,0.0,0.0,808.9305
smooy,2023-05-16,16:00,298.17,23.79,988.86,2.88,48.83,0.0,0.0,0.0,639.8082
smooy,2023-05-16,17:00,296.01,33.05,989.3,2.99,101.53,0.0,0.0,0.0,454.1373
smooy,2023-05-16,18:00,293.86,42.3,989.74,4.82,129.91,0.0,0.0,0.0,234.8438
smooy,2023-05-16,19:00,292.7,48.33,990.49,3.73,127.7,0.0,0.0,0.0,67.2552
smooy,2023-05-16,20:00,291.54,54.35,991.25,2.66,123.67,0.0,0.0,0.0,0.1393
smooy,2023-05-16,21:00,290.38,60.37,992.0,1.61,114.3,0.0,0.0,0.0,0.0
smooy,2023-05-16,22:00,290.15,61.69,991.69,0.66,106.28,0.0,0.0,0.0,0.0
smooy,2023-05-16,23:00,289.92,63.01,991.38,0.35,326.48,0.0,0.0,0.0,0.0
smooy,2023-05-16,00:00,289.69,64.33,991.07,1.28,306.87,0.0,0.0,0.0,0.0
smooy,2023-05-17,01:00,289.49,64.43,990.8,1.31,302.85,0.0,0.0,0.0,0.0
smooy,2023-05-17,02:00,289.29,64.53,990.53,1.35,299.05,0.0,0.0,0.0,0.0
smooy,2023-05-17,03:00,289.08,64.63,990.27,1.4,295.49,0.0,0.0,0.0,0.0
smooy,2023-05-17,04:00,289.2,63.05,990.45,1.09,346.31,0.0,0.0,0.0,0.0
smooy,2023-05-17,05:00,289.31,61.47,990.64,1.69,26.35,0.0,0.0,0.0,0.0546
smooy,2023-05-17,06:00,289.43,59.89,990.82,2.63,41.76,0.0,0.0,0.0,53.2216
smooy,2023-05-17,07:00,290.34,55.43,990.9,3.8,60.47,0.0,0.0,0.0,173.2804
smooy,2023-05-17,08:00,291.26,50.97,990.97,5.18,69.84,0.0,0.0,0.0,314.5341
smooy,2023-05-17,09:00,292.17,46.51,991.05,6.64,75.2,0.0,0.0,0.0,474.8376
smooy,2023-05-17,10:00,293.09,42.85,990.92,6.66,80.07,0.0,0.0,0.0,636.7098
smooy,2023-05-17,11:00,294.01,39.19,990.8,6.73,84.88,0.0,0.0,0.0,784.6854
smooy,2023-05-17,12:00,294.94,35.53,990.67,6.85,89.56,0.0,0.0,0.0,829.5948
smooy,2023-05-17,13:00,294.69,37.94,990.47,7.2,90.13,0.0,0.0,0.0,830.1651
smooy,2023-05-17,14:00,294.45,40.36,990.27,7.56,90.64,0.0,0.0,0.0,786.3741
smooy,2023-05-17,15:00,294.21,42.77,990.07,7.92,91.11,0.0,0.0,0.0,644.2638
smooy,2023-05-17,16:00,293.54,46.36,990.29,7.02,88.49,0.0,0.0,0.0,486.1962
smooy,2023-05-17,17:00,292.86,49.95,990.5,6.14,85.1,0.0,0.0,0.0,327.0774
smooy,2023-05-17,18:00,292.19,53.55,990.72,5.29,80.61,0.0,0.0,0.0,173.1078
smooy,2023-05-17,19:00,291.43,59.17,991.43,4.5,86.12,0.0,0.0,0.0,51.8084
smooy,2023-05-17,20:00,290.68,64.79,992.14,3.76,93.89,0.0,0.0,0.0,0.1705
smooy,2023-05-17,21:00,289.92,70.4,992.85,3.12,105.1,0.006944,0.0,0.0,0.0
smooy,2023-05-17,22:00,289.62,71.52,992.92,2.81,102.01,0.013889,0.0,0.0,0.0
smooy,2023-05-17,23:00,289.31,72.64,992.99,2.5,98.15,0.020833,0.0,0.0,0.0
smooy,2023-05-17,00:00,289.01,73.75,993.05,2.22,93.25,0.028394,0.0,0.0,0.0
smooy,2023-05-18,01:00,288.85,74.54,992.8,2.07,78.78,0.035954,0.0,0.0,0.0
smooy,2023-05-18,02:00,288.68,75.32,992.55,2.06,63.21,0.043515,0.0,0.0,0.0
smooy,2023-05-18,03:00,288.52,76.1,992.3,2.21,48.66,0.135143,0.0,0.0,0.0
smooy,2023-05-18,04:00,288.43,75.98,992.75,2.03,53.55,0.226771,0.0,0.0,0.0
smooy,2023-05-18,05:00,288.34,75.86,993.19,1.87,59.34,0.318399,0.0,0.0,0.0974
smooy,2023-05-18,06:00,288.26,75.74,993.64,1.73,66.12,0.302287,0.0,0.0,55.4451
smooy,2023-05-18,07:00,289.21,68.9,993.93,1.93,77.34,0.286175,0.0,0.0,187.8069
smooy,2023-05-18,08:00,290.17,62.06,994.21,2.18,86.21,0.270062,0.0,0.0,354.4233
smooy,2023-05-18,09:00,291.12,55.23,994.5,2.48,93.08,0.194486,0.0,0.0,506.178
smooy,2023-05-18,10:00,292.24,49.52,994.17,3.15,99.93,0.11891,0.0,0.0,647.8464
smooy,2023-05-18,11:00,293.36,43.81,993.83,3.84,104.34,0.043333,0.0,0.0,767.2551
smooy,2023-05-18,12:00,294.48,38.1,993.5,4.55,107.39,0.029822,0.0,0.0,827.4054
smooy,2023-05-18,13:00,294.71,36.73,993.08,5.2,110.03,0.016311,0.0,0.0,844.3536
smooy,2023-05-18,14:00,294.95,35.35,992.66,5.86,112.07,0.0028,0.0,0.0,815.4594
smooy,2023-05-18,15:00,295.18,33.98,992.24,6.53,113.71,0.001959,0.0,0.0,713.6097
smooy,2023-05-18,16:00,294.29,37.94,992.45,6.28,113.19,0.001118,0.0,0.0,579.7347
smooy,2023-05-18,17:00,293.39,41.9,992.65,6.04,112.62,0.000277,0.0,0.0,423.9612
smooy,2023-05-18,18:00,292.5,45.86,992.86,5.79,112.01,0.000185,0.0,0.0,236.7128
smooy,2023-05-18,19:00,291.6,51.36,993.46,4.8,114.19,9.2e-05,0.0,0.0,76.8398
smooy,2023-05-18,20:00,290.7,56.85,994.05,3.83,117.49,0.0,0.0,0.0,0.3868
smooy,2023-05-18,21:00,289.81,62.35,994.65,2.87,123.02,0.000706,0.0,0.0,0.0
smooy,2023-05-18,22:00,289.36,64.41,994.33,2.08,121.46,0.001412,0.0,0.0,0.0
smooy,2023-05-18,23:00,288.91,66.46,994.01,1.29,118.0,0.002118,0.0,0.0,0.0
smooy,2023-05-18,00:00,288.46,68.52,993.68,0.53,104.2,0.001675,0.0,0.0,0.0
smooy,2023-05-19,01:00,288.16,69.5,993.36,0.27,106.43,0.001232,0.0,0.0,0.0
smooy,2023-05-19,02:00,287.87,70.48,993.03,0.02,183.46,0.000789,0.0,0.0,0.0
smooy,2023-05-19,03:00,287.57,71.46,992.7,0.26,277.32,0.098818,0.0,0.0,0.0
smooy,2023-05-19,04:00,287.55,72.11,992.81,0.45,278.6,0.196847,0.0,0.0,0.0
smooy,2023-05-19,05:00,287.54,72.75,992.93,0.63,279.12,0.294876,0.0,0.0,0.1976
smooy,2023-05-19,06:00,287.52,73.39,993.05,0.82,279.41,0.231954,0.0,0.0,70.2473
smooy,2023-05-19,07:00,288.8,66.54,992.95,0.87,309.16,0.169032,0.0,0.0,231.0298
smooy,2023-05-19,08:00,290.08,59.69,992.85,1.11,330.73,0.106111,0.0,0.0,430.0218
smooy,2023-05-19,09:00,291.35,52.84,992.75,1.45,343.56,0.307193,0.0,0.0,600.7092
smooy,2023-05-19,10:00,291.92,51.06,992.48,1.17,51.48,0.508275,0.0,0.0,753.9243
smooy,2023-05-19,11:00,292.49,49.28,992.22,2.24,88.14,0.709357,0.0,0.0,877.2813
smooy,2023-05-19,12:00,293.06,47.5,991.96,3.61,99.3,0.814767,0.0,0.0,832.3554
smooy,2023-05-19,13:00,292.66,49.95,991.73,3.33,109.38,0.920177,0.0,0.0,737.9655
smooy,2023-05-19,14:00,292.25,52.39,991.5,3.16,120.93,1.025587,0.0,0.0,609.2289
smooy,2023-05-19,15:00,291.85,54.84,991.27,3.13,133.2,1.234821,0.0,0.0,478.1955
smooy,2023-05-19,16:00,290.79,61.3,991.57,3.53,144.75,1.444054,0.0,0.0,342.1386
smooy,2023-05-19,17:00,289.74,67.75,991.88,4.04,153.67,1.653287,0.0,0.0,215.0179
smooy,2023-05-19,18:00,288.69,74.21,992.18,4.63,160.48,1.188896,0.0,0.0,113.0871
smooy,2023-05-19,19:00,288.53,73.65,992.54,3.42,181.72,0.724506,0.0,0.0,34.2082
smooy,2023-05-19,20:00,288.37,73.09,992.9,3.03,215.34,0.260115,0.0,0.0,0.2008
smooy,2023-05-19,21:00,288.22,72.53,993.26,3.73,245.85,0.17341,0.0,0.0,0.0
smooy,2023-05-19,22:00,288.07,72.61,992.76,2.33,254.08,0.086705,0.0,0.0,0.0
smooy,2023-05-19,23:00,287.92,72.68,992.26,1.1,282.97,0.0,0.0,0.0,0.0
smooy,2023-05-19,00:00,287.77,72.76,991.76,1.14,4.4,0.0,0.0,0.0,0.0
smooy,2023-05-20,01:00,287.5,73.46,991.4,0.88,339.33,0.0,0.0,0.0,0.0
smooy,2023-05-20,02:00,287.22,74.17,991.04,0.87,305.64,0.0,0.0,0.0,0.0
smooy,2023-05-20,03:00,286.95,74.87,990.67,1.12,279.9,0.0,0.0,0.0,0.0
smooy,2023-05-20,04:00,287.33,72.55,990.62,1.03,291.5,0.0,0.0,0.0,0.0
smooy,2023-05-20,05:00,287.71,70.23,990.56,0.98,304.73,0.0,0.0,0.0,0.3066
smooy,2023-05-20,06:00,288.09,67.91,990.5,1.0,318.37,0.0,0.0,0.0,76.1511
smooy,2023-05-20,07:00,289.38,61.33,990.5,0.5,12.01,0.0,0.0,0.0,245.865
smooy,2023-05-20,08:00,290.67,54.76,990.49,0.9,74.66,0.0,0.0,0.0,454.8012
smooy,2023-05-20,09:00,291.96,48.19,990.49,1.64,90.49,0.007707,0.0,0.0,631.23
smooy,2023-05-20,10:00,292.99,44.05,990.25,1.86,119.56,0.015415,0.0,0.0,787.8945
smooy,2023-05-20,11:00,294.03,39.9,990.0,2.43,138.69,0.023122,0.0,0.0,912.3594
smooy,2023-05-20,12:00,295.06,35.76,989.76,3.16,149.84,0.043579,0.0,0.0,800.34
smooy,2023-05-20,13:00,294.46,39.21,989.58,3.51,153.35,0.064035,0.0,0.0,636.9009
smooy,2023-05-20,14:00,293.87,42.67,989.4,3.88,156.2,0.084492,0.0,0.0,448.0986
smooy,2023-05-20,15:00,293.27,46.12,989.23,4.26,158.55,0.083423,0.0,0.0,430.6959
smooy,2023-05-20,16:00,293.16,45.87,989.15,4.16,162.36,0.082355,0.0,0.0,382.7394
smooy,2023-05-20,17:00,293.06,45.62,989.08,4.07,166.35,0.081286,0.0,0.0,305.3187
smooy,2023-05-20,18:00,292.96,45.37,989.0,4.01,170.48,0.054191,0.0,0.0,175.4848
smooy,2023-05-20,19:00,292.16,49.86,989.33,3.29,168.4,0.027095,0.0,0.0,60.1852
smooy,2023-05-20,20:00,291.37,54.35,989.65,2.59,165.16,0.0,0.0,0.0,0.5195
smooy,2023-05-20,21:00,290.57,58.84,989.98,1.89,159.53,0.0,0.0,0.0,0.0
smooy,2023-05-20,22:00,290.1,62.4,989.67,1.62,145.79,0.0,0.0,0.0,0.0
smooy,2023-05-20,23:00,289.62,65.96,989.35,1.46,127.85,0.0,0.0,0.0,0.0
smooy,2023-05-20,00:00,289.15,69.52,989.04,1.47,108.11,0.0,0.0,0.0,0.0
smooy,2023-05-21,01:00,288.82,71.11,988.84,1.11,118.7,0.0,0.0,0.0,0.0
smooy,2023-05-21,02:00,288.49,72.7,988.65,0.81,138.12,0.0,0.0,0.0,0.0
smooy,2023-05-21,03:00,288.16,74.3,988.45,0.69,170.36,0.000268,0.0,0.0,0.0
smooy,2023-05-21,04:00,288.35,73.43,988.45,0.53,142.89,0.000535,0.0,0.0,0.0
smooy,2023-05-21,05:00,288.55,72.56,988.44,0.56,108.05,0.000803,0.0,0.0,0.3042
smooy,2023-05-21,06:00,288.75,71.69,988.44,0.74,83.72,0.000535,0.0,0.0,57.0772
smooy,2023-05-21,07:00,289.75,65.22,988.52,1.42,83.99,0.000268,0.0,0.0,182.6762
smooy,2023-05-21,08:00,290.76,58.75,988.59,2.09,84.09,0.0,0.0,0.0,338.1102
smooy,2023-05-21,09:00,291.76,52.28,988.67,2.76,84.14,0.0,0.0,0.0,492.6837
smooy,2023-05-21,10:00,292.97,46.71,988.56,3.52,104.58,0.0,0.0,0.0,642.6114
smooy,2023-05-21,11:00,294.17,41.14,988.44,4.55,116.84,0.0,0.0,0.0,774.3429
smooy,2023-05-21,12:00,295.38,35.57,988.33,5.71,124.36,0.0,0.0,0.0,772.4313
smooy,2023-05-21,13:00,295.19,35.88,987.92,5.65,115.99,0.0,0.0,0.0,727.1595
smooy,2023-05-21,14:00,295.0,36.19,987.52,5.72,107.64,0.0,0.0,0.0,645.771
smooy,2023-05-21,15:00,294.8,36.5,987.11,5.91,99.66,0.0,0.0,0.0,540.7887
smooy,2023-05-21,16:00,293.96,41.8,987.15,5.9,95.3,0.0,0.0,0.0,419.0994
smooy,2023-05-21,17:00,293.11,47.1,987.18,5.93,90.95,0.0,0.0,0.0,291.5362
smooy,2023-05-21,18:00,292.27,52.4,987.22,5.99,86.66,5e-06,0.0,0.0,167.7821
smooy,2023-05-21,19:00,291.7,56.77,987.82,4.99,85.96,9e-06,0.0,0.0,58.1598
smooy,2023-05-21,20:00,291.13,61.14,988.42,4.0,84.91,1.4e-05,0.0,0.0,0.6109
smooy,2023-05-21,21:00,290.56,65.51,989.02,3.01,83.17,0.00212,0.0,0.0,0.0
smooy,2023-05-21,22:00,290.4,67.17,989.12,3.21,84.4,0.004227,0.0,0.0,0.0
smooy,2023-05-21,23:00,290.25,68.83,989.22,3.42,85.49,0.006333,0.0,0.0,0.0
smooy,2023-05-21,00:00,290.1,70.48,989.32,3.62,86.45,0.010985,0.0,0.0,0.0
smooy,2023-05-22,01:00,290.0,70.52,988.86,2.58,68.68,0.015637,0.0,0.0,0.0
smooy,2023-05-22,02:00,289.91,70.55,988.39,2.04,35.85,0.02029,0.0,0.0,0.0
smooy,2023-05-22,03:00,289.81,70.59,987.93,2.37,359.61,0.02074,0.0,0.0,0.0
smooy,2023-05-22,04:00,289.68,69.89,987.78,2.42,344.61,0.02119,0.0,0.0,0.0
smooy,2023-05-22,05:00,289.55,69.2,987.62,2.63,331.11,0.02164,0.0,0.0,0.4322
smooy,2023-05-22,06:00,289.43,68.5,987.47,2.95,320.08,0.017265,0.0,0.0,65.2215
smooy,2023-05-22,07:00,290.56,61.88,987.75,2.07,346.61,0.01289,0.0,0.0,209.3711
smooy,2023-05-22,08:00,291.7,55.26,988.04,1.99,28.15,0.008515,0.0,0.0,390.9138
smooy,2023-05-22,09:00,292.84,48.64,988.32,2.79,57.54,0.040186,0.0,0.0,522.6258
smooy,2023-05-22,10:00,293.43,47.96,987.88,3.8,78.14,0.071858,0.0,0.0,629.7828
smooy,2023-05-22,11:00,294.03,47.28,987.45,5.09,89.27,0.10353,0.0,0.0,705.165
smooy,2023-05-22,12:00,294.62,46.6,987.02,6.49,95.77,0.344751,0.0,0.0,603.297
smooy,2023-05-22,13:00,293.53,54.93,986.98,7.21,90.93,0.585971,0.0,0.0,461.865
smooy,2023-05-22,14:00,292.43,63.25,986.94,7.97,86.99,0.827192,0.0,0.0,303.2994
smooy,2023-05-22,15:00,291.33,71.57,986.9,8.77,83.75,0.567331,0.0,0.0,302.202
smooy,2023-05-22,16:00,291.53,70.59,986.9,8.32,87.37,0.30747,0.0,0.0,276.973
smooy,2023-05-22,17:00,291.72,69.6,986.91,7.9,91.39,0.047609,0.0,0.0,227.1351
smooy,2023-05-22,18:00,291.92,68.61,986.91,7.53,95.83,0.260483,0.0,0.0,150.2323
smooy,2023-05-22,19:00,291.31,72.98,987.39,6.0,92.81,0.473357,0.0,0.0,60.6965
smooy,2023-05-22,20:00,290.69,77.34,987.87,4.49,87.75,0.686231,0.0,0.0,0.8791
smooy,2023-05-22,21:00,290.08,81.71,988.34,3.05,77.74,0.534683,0.0,0.0,0.0
smooy,2023-05-22,22:00,290.17,80.26,988.31,2.42,69.61,0.383135,0.0,0.0,0.0
smooy,2023-05-22,23:00,290.26,78.81,988.28,1.88,56.31,0.231587,0.0,0.0,0.0
smooy,2023-05-22,00:00,290.35,77.36,988.25,1.5,34.57,0.830351,0.0,0.0,0.0
smooy,2023-05-23,01:00,289.81,80.29,987.7,1.63,45.51,1.429114,0.0,0.0,0.0
smooy,2023-05-23,02:00,289.28,83.23,987.15,1.8,54.64,2.027878,0.0,0.0,0.0
smooy,2023-05-23,03:00,288.74,86.16,986.61,2.01,62.03,4.605623,0.0,0.0,0.0
smooy,2023-05-23,04:00,288.5,89.27,986.9,1.96,98.54,7.183368,0.0,0.0,0.0
smooy,2023-05-23,05:00,288.26,92.39,987.19,2.59,126.0,9.761113,0.0,0.0,0.0133
smooy,2023-05-23,06:00,288.02,95.5,987.48,3.56,140.67,9.16507,0.0,0.0,2.2535
smooy,2023-05-23,07:00,287.41,94.71,987.77,1.6,170.62,8.569026,0.0,0.0,8.4823
smooy,2023-05-23,08:00,286.8,93.91,988.07,1.78,257.18,7.972983,0.0,0.0,17.5902
smooy,2023-05-23,09:00,286.2,93.12,988.36,3.81,281.87,7.347974,0.0,0.0,31.3142
smooy,2023-05-23,10:00,286.59,91.2,988.77,2.35,296.26,6.722965,0.0,0.0,47.1711
smooy,2023-05-23,11:00,286.99,89.29,989.18,1.38,339.52,6.097956,0.0,0.0,63.4281
smooy,2023-05-23,12:00,287.39,87.38,989.6,1.93,36.3,4.383052,0.0,0.0,68.9904
smooy,2023-05-23,13:00,287.28,86.47,989.69,1.63,22.84,2.668148,0.0,0.0,71.029
smooy,2023-05-23,14:00,287.16,85.56,989.78,1.47,5.03,0.953244,0.0,0.0,69.2275
smooy,2023-05-23,15:00,287.04,84.65,989.87,1.46,345.05,0.976779,0.0,0.0,93.0803
smooy,2023-05-23,16:00,287.53,83.41,989.86,1.63,339.99,1.000314,0.0,0.0,103.303
smooy,2023-05-23,17:00,288.02,82.16,989.85,1.8,335.88,1.023849,0.0,0.0,97.0168
smooy,2023-05-23,18:00,288.51,80.91,989.84,1.99,332.52,0.682566,0.0,0.0,74.956
smooy,2023-05-23,19:00,288.31,81.63,990.27,1.88,328.1,0.341283,0.0,0.0,34.538
smooy,2023-05-23,20:00,288.11,82.34,990.7,1.79,323.19,0.0,0.0,0.0,0.6426
smooy,2023-05-23,21:00,287.9,83.06,991.13,1.71,317.8,0.039001,0.0,0.0,0.0
smooy,2023-05-23,22:00,288.0,82.34,990.93,1.74,316.01,0.078003,0.0,0.0,0.0
smooy,2023-05-23,23:00,288.11,81.62,990.73,1.77,314.29,0.117004,0.0,0.0,0.0
smooy,2023-05-23,00:00,288.21,80.91,990.52,1.81,312.62,0.140929,0.0,0.0,0.0
smooy,2023-05-24,01:00,288.2,80.71,990.48,1.76,310.29,0.164854,0.0,0.0,0.0
smooy,2023-05-24,02:00,288.2,80.5,990.44,1.71,307.84,0.188779,0.0,0.0,0.0
smooy,2023-05-24,03:00,288.19,80.3,990.4,1.67,305.26,0.192003,0.0,0.0,0.0
smooy,2023-05-24,04:00,288.24,80.04,990.51,1.68,309.58,0.195227,0.0,0.0,0.0
smooy,2023-05-24,05:00,288.29,79.77,990.61,1.7,313.83,0.19845,0.0,0.0,0.4639
smooy,2023-05-24,06:00,288.33,79.51,990.72,1.73,317.96,0.158921,0.0,0.0,39.8947
smooy,2023-05-24,07:00,288.94,76.77,990.88,1.7,321.66,0.119391,0.0,0.0,108.5574
smooy,2023-05-24,08:00,289.54,74.02,991.05,1.67,325.5,0.079861,0.0,0.0,179.431
smooy,2023-05-24,09:00,290.15,71.28,991.22,1.65,329.46,0.117889,0.0,0.0,313.5141
smooy,2023-05-24,10:00,290.9,68.45,991.24,1.67,321.52,0.155918,0.0,0.0,466.9695
smooy,2023-05-24,11:00,291.64,65.61,991.26,1.72,313.93,0.193946,0.0,0.0,623.1963
smooy,2023-05-24,12:00,292.39,62.78,991.29,1.8,306.9,0.273561,0.0,0.0,574.7655
smooy,2023-05-24,13:00,292.08,64.46,991.31,1.76,325.26,0.353175,0.0,0.0,491.6139
smooy,2023-05-24,14:00,291.78,66.15,991.33,1.89,342.7,0.43279,0.0,0.0,386.8854
smooy,2023-05-24,15:00,291.48,67.83,991.35,2.17,356.73,0.323111,0.0,0.0,348.0483
smooy,2023-05-24,16:00,291.71,66.25,991.26,1.76,348.64,0.213432,0.0,0.0,291.2668
smooy,2023-05-24,17:00,291.95,64.67,991.18,1.4,336.04,0.103753,0.0,0.0,220.2562
smooy,2023-05-24,18:00,292.19,63.1,991.09,1.15,316.52,0.069169,0.0,0.0,155.8831
smooy,2023-05-24,19:00,291.47,66.52,991.64,1.22,323.34,0.034584,0.0,0.0,67.8905
smooy,2023-05-24,20:00,290.75,69.94,992.18,1.3,329.37,0.0,0.0,0.0,1.374
smooy,2023-05-24,21:00,290.03,73.36,992.73,1.4,334.63,0.0,0.0,0.0,0.0
smooy,2023-05-24,22:00,289.75,73.76,992.57,1.12,317.36,0.0,0.0,0.0,0.0
smooy,2023-05-24,23:00,289.48,74.16,992.42,1.0,292.97,0.0,0.0,0.0,0.0
smooy,2023-05-24,00:00,289.2,74.56,992.26,1.09,267.72,0.0,0.0,0.0,0.0
smooy,2023-05-25,01:00,289.02,74.41,992.12,1.05,268.11,0.0,0.0,0.0,0.0
smooy,2023-05-25,02:00,288.84,74.27,991.97,1.01,268.54,0.0,0.0,0.0,0.0
smooy,2023-05-25,03:00,288.66,74.13,991.82,0.97,268.99,0.0,0.0,0.0,0.0
smooy,2023-05-25,04:00,289.2,72.4,991.93,1.12,282.65,0.0,0.0,0.0,0.0
smooy,2023-05-25,05:00,289.74,70.68,992.05,1.32,292.67,0.0,0.0,0.0,0.9536
smooy,2023-05-25,06:00,290.28,68.96,992.16,1.55,299.92,0.0,0.0,0.0,81.6216
smooy,2023-05-25,07:00,291.75,62.01,992.37,1.42,303.28,0.0,0.0,0.0,248.6111
smooy,2023-05-25,08:00,293.23,55.07,992.57,1.3,307.29,0.0,0.0,0.0,454.4643
smooy,2023-05-25,09:00,294.71,48.13,992.78,1.18,312.1,0.0,0.0,0.0,628.9173
smooy,2023-05-25,10:00,295.65,44.83,992.53,0.24,290.19,0.0,0.0,0.0,784.7697
smooy,2023-05-25,11:00,296.59,41.53,992.27,0.76,145.55,0.0,0.0,0.0,909.5613
smooy,2023-05-25,12:00,297.53,38.22,992.01,1.73,140.98,0.000365,0.0,0.0,960.2238
smooy,2023-05-25,13:00,297.91,38.94,991.42,3.29,145.9,0.00073,0.0,0.0,960.5433
smooy,2023-05-25,14:00,298.3,39.66,990.83,4.87,147.64,0.001095,0.0,0.0,910.5453
smooy,2023-05-25,15:00,298.69,40.37,990.23,6.45,148.53,0.115572,0.0,0.0,782.586
smooy,2023-05-25,16:00,297.25,45.77,990.61,5.69,152.08,0.23005,0.0,0.0,624.852
smooy,2023-05-25,17:00,295.82,51.17,991.0,4.96,156.68,0.344528,0.0,0.0,450.2751
smooy,2023-05-25,18:00,294.38,56.57,991.38,4.28,162.81,0.262542,0.0,0.0,220.2456
smooy,2023-05-25,19:00,293.68,60.99,991.99,3.52,145.85,0.180556,0.0,0.0,61.8347
smooy,2023-05-25,20:00,292.98,65.41,992.6,3.19,122.85,0.098569,0.0,0.0,0.7555
smooy,2023-05-25,21:00,292.28,69.83,993.21,3.44,99.29,0.073054,0.0,0.0,0.0
smooy,2023-05-25,22:00,291.91,72.15,993.2,3.43,98.53,0.047539,0.0,0.0,0.0
smooy,2023-05-25,23:00,291.54,74.47,993.2,3.42,97.77,0.022024,0.0,0.0,0.0
smooy,2023-05-25,00:00,291.17,76.79,993.19,3.41,97.0,0.041308,0.0,0.0,0.0
smooy,2023-05-26,01:00,290.78,80.02,993.06,2.94,94.96,0.060592,0.0,0.0,0.0
smooy,2023-05-26,02:00,290.38,83.25,992.93,2.48,92.14,0.079875,0.0,0.0,0.0
smooy,2023-05-26,03:00,289.99,86.48,992.8,2.02,88.03,0.099899,0.0,0.0,0.0
smooy,2023-05-26,04:00,290.03,86.59,993.2,2.3,82.89,0.119922,0.0,0.0,0.0
smooy,2023-05-26,05:00,290.07,86.7,993.6,2.59,78.89,0.139945,0.0,0.0,0.7173
smooy,2023-05-26,06:00,290.11,86.81,994.0,2.9,75.72,0.127393,0.0,0.0,57.1385
smooy,2023-05-26,07:00,291.24,79.87,994.27,3.28,82.43,0.114842,0.0,0.0,180.1685
smooy,2023-05-26,08:00,292.38,72.94,994.55,3.69,87.7,0.10229,0.0,0.0,339.3093
smooy,2023-05-26,09:00,293.51,66.0,994.82,4.12,91.88,0.101587,0.0,0.0,462.7179
smooy,2023-05-26,10:00,294.21,62.39,994.74,4.64,91.68,0.100883,0.0,0.0,569.6904
smooy,2023-05-26,11:00,294.91,58.78,994.65,5.15,91.52,0.100179,0.0,0.0,652.0977
